Generic Name,SMILES,SMILES (InChI Key),Confidence,Permeability Class,Papp (*10E-6 cm/s)
"TG(17:0/17:0/20:2(11Z,14Z))[iso3]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,YTVHAAFNMKPYPC-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.424472074
"TG(17:0/18:2(9Z,12Z)/19:0)[iso6]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCC,ODVIBCXVHRRTPD-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.424472074
"TG(16:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso3]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,FTMDHBKIGZUTJX-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(16:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,BURBQZUNMNAKMA-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(16:0/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,LXAWUIOWWNQCQA-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso3]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,SWYCMJAKZYLTJN-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(16:1(9Z)/18:1(9Z)/18:2(9Z,12Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,WHSWXEYWNPTUPW-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(16:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,CQZAAIKPSLHIBC-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(18:2(9Z,12Z)/14:0/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCC,HQPWVNCYCOACEY-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(18:3(9Z,12Z,15Z)/16:0/18:3(9Z,12Z,15Z))[iso3]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCCCCCCCCCC,RHWAKRNYKAWEPQ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(12:0/18:0/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NVMOFUULIGVOLA-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(12:0/18:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,ZZEBATNCADRNOB-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(12:0/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,FZYJOKBEHYPLBA-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(12:0/18:4(6Z,9Z,12Z,15Z)/22:0)[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC,RZXVPZVEHCHXOZ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(12:0/19:0/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC,HSPFBEZCZCSGHP-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(12:0/19:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC,UZESERBCFQEOJN-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(12:0/19:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC=CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC,ZJMCMRBZPWIKOR-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(12:0/20:0/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CC=CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,JZPVBZYHZFOOSG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(12:0/20:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\CC=CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,QXIJWHIKLQHJPN-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(12:0/20:1(11Z)/20:3(8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,SOLVSVVHDNLWGB-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(12:0/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,SFNMQJOWSONERD-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(12:0/20:2(11Z,14Z)/20:2(11Z,14Z))[iso3]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,APQSFWXWFHPYLD-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(12:0/20:2(11Z,14Z)/20:3(8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,CZWWDPZCCBALQM-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(12:0/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCC,MVCFRDRRHPCLEV-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(12:0/20:5(5Z,8Z,11Z,14Z,17Z)/21:0)[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCC,OZFGEFDUPOAJMN-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(13:0/17:0/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCCC/C=C\CC=CC/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,QVKNIVNDYMBGDU-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(13:0/17:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\CC=CC/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,AHUWPHLEHINDNR-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(13:0/18:0/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,YGUMWAQSARLQFW-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(13:0/18:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,HFVHAUAVZCIYCK-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(13:0/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,CZHDPIRCZCRMPL-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(13:0/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,SKGYSQPNOVMJNM-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(13:0/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,RKIMJDOKUVKTAO-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(13:0/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,KBAFIDSGAZQARH-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(13:0/18:4(6Z,9Z,12Z,15Z)/21:0)[iso6]",CCC=CC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCC,NUKNGHBZJMVIRF-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(13:0/18:4(6Z,9Z,12Z,15Z)/22:0)[iso6]",CCC=CC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC,GUYIIRIEUDZMHW-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(13:0/19:0/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC,FBZFBASQMCMBJP-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(13:0/19:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",CCC=CCC=CCC=CCC=CC/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC,KTDQXVPKYOJWOG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(13:0/20:0/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CC=CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,VSGSABBJUHCJEP-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(13:0/20:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\CC=CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,HXJUQDNTHUHKNC-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(13:0/20:1(11Z)/20:3(8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,GVATYCQPFPPDCU-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(13:0/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,WKMQXAWGDBGPLW-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(13:0/20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,XYZTXZZQLIABPO-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(13:0/20:2(11Z,14Z)/20:2(11Z,14Z))[iso3]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,WBAIDSIARPKCRG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(13:0/20:2(11Z,14Z)/20:3(8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,WAUCVVAHGQIVSW-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(13:0/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCCC=CCC=CC/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,XCXAOKOIHAJPDA-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:0/16:0/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCCC/C=C\C/C=C\CC=CC/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,SNUZLEOJKMJJKW-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:0/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\CC=CC/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,PDOWBMFLISSQRT-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:0/16:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,XOVZBEYRPDKHAL-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:0/17:0/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCCC/C=C\CC=CC/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,VQRMNFIGFUTPML-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:0/17:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\CC=CC/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,PTTOWKDHRZUPQZ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:0/17:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,WQMFBEABMBKVCF-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CC=CC/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,NOCKWBKJMQWVLP-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:0/18:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",CC/C=C\C/C=C\C/C=C\CC=CC/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,JYQXYTFYWDKLPT-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:0/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,NUCVTMFYAFILJA-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,ITNUXAAETYEROX-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:0/18:2(9Z,12Z)/20:2(11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,WROLOLWFWWANQZ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:0/18:2(9Z,12Z)/20:3(8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,KRVDGBILMBJWGW-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:0/18:3(6Z,9Z,12Z)/20:1(11Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCC,JFGKZRHSXFSHMF-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:0/18:3(6Z,9Z,12Z)/20:2(11Z,14Z))[iso6]",CCCCCC=CC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,QQZZZCIYMICCKG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:0/18:3(9Z,12Z,15Z)/20:1(11Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCC,JHMJQPFJXDWUMJ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:0/18:3(9Z,12Z,15Z)/20:2(11Z,14Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCC,WGTADRBQBBKAGF-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:0/18:4(6Z,9Z,12Z,15Z)/20:0)[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCC,PTAWPTKMXDLFKO-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:0/18:4(6Z,9Z,12Z,15Z)/20:1(11Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCC,HCFBZCCMOSAJDD-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:0/18:4(6Z,9Z,12Z,15Z)/21:0)[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCC,ZJSNMLWXBPTYPP-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:0/19:0/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\CC=CC/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC,JMNRUCWECUAVCB-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:0/19:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",CC/C=C\C/C=C\CC=CC/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC,KLVDYYKYMPXPCG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:1(9Z)/16:0/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCC/C=C\CC=CC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCC,DJBSAGJERMKCDN-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:1(9Z)/17:0/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCCC,UULXTJKQOCFMPP-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:1(9Z)/17:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCC)OC(=O)CCCCCCCCCCCCCCCC,UZMFTVFOAGQKNA-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:1(9Z)/18:0/20:3(8Z,11Z,14Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,FRRFYNPAOJOMTG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:1(9Z)/18:0/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\CC=CC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,LMDMXKYAEKPMRJ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:1(9Z)/18:1(9Z)/20:2(11Z,14Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,YWEWSQJHNNUANW-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:1(9Z)/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,CGPMDMDZQFZLHH-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:1(9Z)/18:2(9Z,12Z)/20:1(11Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,RXDPGFFVSMSLTG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:1(9Z)/18:2(9Z,12Z)/20:2(11Z,14Z))[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,FHMSYFQZXWGGAR-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
"TG(14:1(9Z)/18:3(6Z,9Z,12Z)/20:0)[iso6]",CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,MGSBTOPMZSCVHO-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,8.405709637
